Column1,287C-Caecum_IgA,290B-Transverse_IgG,290B-Sigmoid_IgA,290B-Sigmoid_IgG,296B-Caecum_IgA,296C-Caecum_IgG,296C-Transverse_IgA,296C-Transverse_IgG,296C-Sigmoid_IgA,296C-Sigmoid_IgG,298C-Caecum_IgA,287C-Caecum_IgG,298C-Caecum_IgG,298C-Transverse_IgA,298C-Transverse_IgG,298C-Sigmoid_IgA,298C-Sigmoid_IgG,302C-Caecum_IgA,302C-Caecum_IgG,302C-Transverse_IgA,302C-Transverse_IgG,302C-Sigmoid_IgA,287C-Transverse_IgA,302C-Sigmoid_IgG,312C-Caecum_IgA,312C-Caecum_IgG,312C-Transverse_IgA,312C-Transverse_IgG,312C-Sigmoid_IgA,312C-Sigmoid_IgG,D8-fecal_IgA,D8-fecal_IgG,D8-fecal_IgG2,287C-Transverse_IgG,287C-Sigmoid_IgA,287C-Sigmoid_IgG,290B-Caecum_IgA,290B-Caecum_IgG,290B-Transverse_IgA
Arcanobacterium haemolyticum,5,15,37,4,15,5,14,7,41,8,9,0,5,25,12,23,22,2,8,91,297,57,9,54,13,11,19,17,17,2,27,12,0,8,11,21,6,11,9
Aequorivita sublithincola,0,23,34,54,1,2,4,5,65,9,1,0,1,23,23,19,16,42,31,48,360,23,3,15,17,16,3,6,3,18,1,5,0,0,16,24,10,3,14
Brachyspira hyodysenteriae,1,78,54,108,6,5,10,3,46,25,9,0,7,24,51,18,10,105,71,16,1,22,2,21,17,22,8,6,6,7,4,7,0,2,37,47,6,7,66
Jonesia denitrificans,3,8,41,19,3,9,1,10,38,11,4,0,5,9,20,3,10,1,4,121,413,4,0,5,10,17,19,24,27,18,0,2,1,2,11,21,0,7,33
Brackiella oedipodis,0,22,36,15,11,12,13,7,61,25,10,0,17,53,84,8,11,15,20,17,19,46,3,45,43,43,17,4,11,33,2,17,1,3,65,50,19,18,57
Desulfovermiculus halophilus,1,16,22,17,10,20,11,15,18,10,22,0,14,5,32,11,20,8,7,55,150,19,4,26,70,53,52,52,44,42,25,15,0,5,5,18,1,1,36
Niabella soli,3,18,19,24,30,16,30,8,26,8,1,0,5,44,33,5,6,2,1,34,186,8,15,6,43,85,61,86,8,23,14,12,0,13,7,15,12,12,10
Porphyromonas macacae,0,2,9,0,20,11,46,21,16,6,2,0,8,4,13,47,36,152,101,25,98,60,8,47,23,36,54,27,19,15,6,3,0,4,2,3,2,0,2
Aquimarina latercula,0,18,7,22,15,4,23,6,33,5,5,0,0,17,7,15,14,2,11,26,181,1,0,11,19,64,33,25,4,4,6,15,272,1,1,16,2,1,36
Desulfovibrio bizertensis,5,35,5,6,7,3,4,6,2,2,5,0,8,1,12,7,8,5,3,16,23,10,37,8,45,56,54,57,38,56,19,6,321,43,0,0,6,1,0
Sulfobacillus thermosulfidooxidans,2,0,6,1,6,4,5,20,3,1,1,0,3,2,12,1,2,2,3,4,28,6,1,5,41,55,88,72,4,8,11,1,495,0,0,0,2,4,18
Methanomethylovorans hollandica,2,90,65,62,15,7,11,4,56,19,13,0,10,11,75,7,4,15,16,21,27,27,1,27,35,21,13,4,12,39,1,16,0,4,41,43,2,3,98
Salinicoccus luteus,0,10,23,127,8,19,9,36,20,8,5,0,11,41,14,11,13,9,10,21,69,48,13,38,18,30,27,25,73,64,14,26,6,17,6,12,6,2,23
Desulfofarcimen acetoxidans,8,6,13,3,6,13,2,6,11,5,32,0,16,2,4,28,27,4,8,13,32,44,51,32,36,129,90,98,15,9,63,18,3,53,4,14,5,0,6
Actinomyces turicensis,0,3,35,10,2,5,5,2,27,4,18,0,8,7,11,13,9,2,5,124,308,32,9,24,11,15,10,8,0,2,41,6,0,4,11,7,39,71,10
Thermacetogenium phaeum,2,26,29,21,11,16,9,13,15,11,20,0,21,24,18,24,33,4,1,47,87,19,7,35,44,45,79,60,10,23,44,14,5,7,8,3,11,6,46
Lactobacillus animalis,3,15,17,9,6,8,4,7,5,4,32,0,24,20,43,24,24,56,71,8,5,26,7,73,7,7,7,4,11,5,41,11,2,4,9,21,163,96,17
Selenomonas flueggei,6,4,22,6,4,24,6,25,6,7,16,0,33,30,9,37,39,12,14,18,34,63,15,54,47,42,62,64,6,33,62,27,4,11,2,8,8,12,16
Thiofilum flexile,1,10,9,16,1,0,12,1,48,7,1,0,0,14,39,0,2,1,3,21,354,2,4,3,2,2,9,2,3,19,17,6,235,4,0,4,4,2,29
Desulfovibrio inopinatus,2,37,27,22,18,38,27,50,15,4,9,0,6,13,6,5,12,3,4,6,11,21,6,16,65,94,85,80,36,12,64,27,0,3,9,11,6,2,35
Emticicia oligotrophica,0,43,50,43,2,3,21,4,47,12,7,0,1,37,16,13,7,2,7,43,182,10,1,12,35,44,64,34,35,41,3,7,4,1,11,23,3,0,18
Acholeplasma axanthum,0,71,91,71,14,2,8,7,18,8,6,0,8,71,82,10,10,8,7,83,52,5,7,5,7,2,3,9,2,29,16,26,3,9,18,60,4,4,48
Rudanella lutea,7,24,16,144,14,9,7,17,22,4,7,0,3,18,52,18,14,4,4,68,146,13,11,10,29,34,31,22,4,29,9,7,1,9,13,29,7,17,9
Atopobium fossor,1,1,4,0,29,183,28,256,42,28,14,0,24,10,4,49,55,2,7,8,3,5,6,8,8,26,11,26,3,5,9,2,0,2,0,9,2,2,0
Desulfohalobium retbaense,0,20,3,186,8,8,8,6,10,3,21,0,55,2,7,18,23,3,3,5,45,20,10,12,81,64,83,54,31,34,8,3,1,13,8,8,2,3,1
Lactobacillus johnsonii,2,10,30,8,3,24,7,12,5,2,7,0,17,59,34,11,19,73,96,18,43,22,2,90,12,7,6,2,1,3,7,6,132,6,14,27,18,17,15
Sulfurospirillum arcachonense,0,10,9,14,0,2,0,3,1,0,24,0,18,17,9,24,10,3,1,3,5,42,0,31,65,35,88,65,74,11,14,0,232,1,4,11,1,3,9
Lactobacillus curvatus,58,32,24,41,8,15,15,7,13,2,13,0,9,22,83,18,14,22,19,28,69,15,94,21,3,1,2,2,0,12,0,4,4,89,1,25,6,11,27
Methylomonas clara,3,20,70,36,19,6,23,4,18,8,26,0,30,17,62,19,14,7,4,45,33,46,17,34,22,24,27,22,4,16,13,16,2,19,13,42,1,6,35
Eremococcus coleocola,1,24,19,35,22,29,30,47,6,5,88,0,98,19,21,46,56,9,11,28,47,4,6,27,10,13,10,11,1,2,10,5,2,2,2,17,5,7,34
Lactobacillus acidophilus,0,25,16,5,4,45,3,5,3,3,1,0,5,10,31,3,1,28,18,32,20,21,1,20,5,163,226,39,2,10,4,2,2,2,1,27,1,6,18
Flavobacterium suncheonense,2,41,27,30,12,4,8,2,68,10,3,0,4,26,6,18,14,2,0,57,317,2,2,4,14,5,9,10,3,23,5,6,0,2,12,7,3,2,46
Muricauda ruestringensis,0,17,16,21,1,0,5,1,19,8,1,0,2,6,9,1,1,8,7,53,99,1,0,2,92,66,113,71,77,43,8,7,0,3,3,7,0,0,26
Flavobacterium subsaxonicum,2,9,11,5,28,6,38,7,40,10,3,0,3,17,16,4,6,3,1,44,155,2,1,2,60,46,97,48,44,28,5,6,0,3,9,11,5,2,16
Aquimarina muelleri,0,21,23,36,12,3,35,3,39,12,17,0,7,37,55,28,18,6,8,62,224,5,0,16,3,8,2,5,0,10,4,4,1,0,7,40,1,0,40
Actinotignum urinale,0,17,19,21,3,6,100,11,15,5,8,0,13,15,39,11,7,59,66,54,135,41,5,52,5,9,2,6,2,3,5,3,0,1,1,15,9,10,13
Streptococcus ovis,5,54,36,38,5,4,7,2,3,7,3,0,5,21,86,2,3,1,11,26,40,31,0,21,9,14,11,10,1,7,25,13,24,1,2,10,73,100,71
Capnocytophaga granulosa,0,33,36,27,17,1,5,2,15,1,23,0,33,44,181,32,18,3,0,42,80,2,1,1,5,18,4,4,0,38,3,7,0,2,2,23,0,1,77
Segetibacter koreensis,1,46,60,27,23,19,60,26,41,20,13,0,3,24,7,7,7,3,3,84,195,3,1,3,10,2,7,4,4,21,0,10,0,4,10,11,0,0,19
Allofustis seminis,3,39,34,56,5,6,2,1,8,9,24,0,20,64,107,24,19,28,18,43,42,10,2,54,11,26,13,12,0,1,11,11,0,6,5,4,7,9,42
Arcobacter nitrofigilis,0,44,31,53,3,3,1,0,7,7,30,0,31,117,58,31,13,32,25,39,22,14,0,46,19,37,13,17,2,9,10,19,0,1,3,11,1,2,23
Halanaerobium praevalens,0,17,34,11,6,11,5,16,9,3,46,0,29,49,30,41,31,43,42,19,29,20,6,84,7,13,8,3,3,1,31,14,1,8,8,47,2,6,41
Pasteurella bettyae,0,30,25,45,2,3,2,5,9,3,16,0,11,82,14,8,15,49,95,14,9,7,0,103,10,17,20,27,40,18,5,4,0,1,7,6,2,2,67
Marinospirillum minutulum,0,2,10,7,3,3,2,0,6,2,3,0,0,28,14,9,2,1,2,4,15,53,0,35,85,50,129,80,133,35,11,6,0,0,4,25,0,1,11
Methanoplanus limicola,0,42,22,32,18,5,9,1,73,26,11,0,14,64,45,5,0,21,16,8,14,25,0,39,36,19,13,3,9,8,4,19,0,1,58,27,4,0,70
Bernardetia litoralis,1,25,40,46,1,2,6,10,27,11,12,0,7,13,32,8,9,55,51,32,170,33,6,38,1,3,1,1,0,4,16,17,0,5,11,27,1,1,36
Aggregatibacter actinomycetemcomitans,1,24,11,26,9,7,13,3,42,20,3,0,4,54,43,3,4,3,14,4,19,21,3,35,26,24,65,35,96,48,15,11,0,2,10,6,4,4,43
Yaniella halotolerans,1,8,9,269,8,16,8,6,11,8,12,0,14,15,18,7,3,14,15,41,141,8,5,17,1,8,6,2,5,31,4,4,0,5,14,5,0,0,16
Halobacteroides halobius,0,3,15,0,0,1,1,2,6,2,27,0,19,28,28,31,26,61,47,6,17,13,4,126,27,76,61,47,8,0,13,5,1,5,14,26,6,1,1
Moraxella caprae,4,6,20,13,6,2,12,4,28,9,1,0,2,12,12,3,1,1,2,48,19,26,4,5,39,29,34,37,45,183,24,9,0,11,9,38,5,2,40
Streptococcus downei,4,3,17,49,2,8,2,4,2,0,4,0,3,3,18,9,7,0,3,26,23,6,1,7,3,4,3,9,9,17,12,2,1,5,0,3,192,275,7
Spirosoma luteum,0,36,34,39,10,2,10,1,8,6,13,0,14,65,41,12,12,0,2,45,73,0,14,3,34,49,26,32,1,65,2,7,0,14,4,30,1,9,29
Leptotrichia goodfellowii,0,27,34,50,6,5,4,1,26,4,19,0,22,60,34,9,18,20,29,28,31,12,1,46,20,13,8,5,7,31,9,7,0,1,22,34,23,17,59
Providencia rettgeri,5,25,17,14,4,0,15,1,15,12,25,0,21,29,15,15,17,2,1,22,17,12,4,2,28,25,90,65,132,49,1,7,8,1,5,8,5,4,23
Actinomyces hominis,2,5,28,9,13,3,5,7,31,9,12,0,7,24,20,12,20,7,8,90,214,11,1,9,16,33,22,28,5,16,11,7,1,3,3,5,12,4,24
Streptococcus minor,2,39,47,45,2,5,3,8,7,3,3,0,1,32,66,1,5,14,32,18,47,25,2,31,5,1,4,2,1,23,10,8,56,4,5,16,66,67,29
Cellulophaga lytica,0,21,20,23,4,1,2,2,45,7,1,0,4,8,16,9,8,22,2,58,379,4,0,5,3,3,8,2,3,8,0,3,0,2,3,11,2,0,43
Aequorivita capsosiphonis,1,49,52,63,6,3,10,2,35,9,3,0,0,38,28,21,8,1,2,60,180,12,1,8,7,5,14,2,4,8,2,1,1,2,16,12,2,2,61
Capnocytophaga cynodegmi,1,13,11,4,6,2,15,5,47,9,3,0,3,0,17,38,22,25,31,33,220,47,3,76,5,9,27,6,10,4,5,2,0,2,3,9,5,8,2
Acholeplasma hippikon,4,18,64,47,10,4,10,15,6,3,9,0,8,29,45,12,15,15,11,40,35,7,3,29,11,5,14,12,97,62,6,12,0,2,4,14,10,1,38
Robiginitomaculum antarcticum,2,46,16,121,3,7,7,3,11,9,8,0,7,86,49,2,4,4,2,24,76,0,1,2,11,12,23,13,36,35,7,13,1,0,7,36,4,4,33
Pedobacter heparinus,1,53,37,34,14,4,33,6,21,8,3,0,2,21,29,10,4,44,43,49,131,15,1,14,11,9,15,6,4,22,4,3,1,1,32,14,2,4,19
Psychrilyobacter atlanticus,0,55,37,73,3,5,6,1,21,9,7,0,8,18,41,6,5,12,10,29,23,7,5,12,34,63,25,19,7,15,9,9,1,7,17,24,27,10,59
Halonatronum saccharophilum,1,10,6,4,1,4,0,2,3,2,20,0,11,12,18,26,21,9,21,10,20,39,4,66,4,4,4,3,0,0,24,13,308,8,4,24,6,1,4
Jeotgalicoccus marinus,1,42,20,35,1,3,9,8,1,0,17,0,15,33,44,22,15,42,60,89,21,13,1,117,2,0,0,0,0,24,7,17,2,2,1,16,0,3,33
Jonesia quinghaiensis,0,55,36,40,4,7,4,2,35,11,4,0,5,25,34,5,4,4,7,62,186,8,0,9,18,11,11,4,3,16,2,9,1,0,10,21,0,6,55
Haloplanus natans,1,37,12,14,7,4,3,3,7,6,8,0,8,52,45,9,4,9,33,45,58,52,3,57,30,24,29,24,19,28,1,2,0,2,0,19,0,1,56
Lactobacillus harbinensis,20,8,6,12,3,3,3,9,8,5,19,0,31,15,8,15,25,33,38,26,51,23,33,29,20,59,36,48,8,1,26,7,1,51,0,13,5,4,7
Fusobacterium ulcerans,2,2,10,12,1,6,5,8,5,2,40,0,33,36,17,40,41,38,30,2,7,6,7,73,22,54,32,38,24,23,2,3,0,12,4,29,22,9,10
Streptococcus didelphis,2,31,28,53,1,6,4,3,6,1,17,0,6,46,24,11,17,15,19,31,67,3,2,37,4,4,4,4,3,13,3,5,1,3,4,6,86,96,40
Sulfobacillus acidophilus,0,0,6,0,1,1,0,2,13,4,4,0,5,10,12,3,4,0,1,16,39,11,1,5,75,154,162,121,13,12,3,7,3,1,0,2,3,5,6
Cytophaga aurantiaca,5,28,24,11,1,1,4,3,24,5,4,0,2,12,14,16,11,2,2,43,129,2,8,0,50,53,55,36,22,24,20,18,0,12,8,29,4,1,22
Aestuariibacter salexigens,5,22,27,19,5,7,12,2,6,12,3,0,1,29,37,10,2,7,6,14,21,5,3,11,25,19,71,57,118,53,6,12,0,5,8,12,8,8,35
Hugenholtzia roseola,0,0,14,2,11,4,14,4,11,2,1,0,0,7,10,11,6,72,44,5,100,20,0,16,44,37,79,53,74,26,7,5,1,0,2,2,8,6,5
Fluviicola taffensis,0,29,14,10,9,10,27,4,59,4,1,0,3,28,51,7,3,3,0,40,312,1,1,3,8,5,7,5,2,15,0,2,0,1,3,18,0,0,11
Campylobacter rectus,1,21,7,8,13,11,7,2,63,30,5,0,2,13,19,2,10,2,2,24,5,3,3,4,10,22,14,10,40,33,3,1,224,1,2,23,12,33,10
Acholeplasma equifetale,4,35,30,51,7,4,4,9,8,5,19,0,15,104,22,10,19,21,11,56,24,6,3,45,8,8,17,6,3,7,3,13,2,8,5,44,3,9,45
Streptococcus merionis,1,20,3,23,0,5,2,6,5,0,3,0,3,3,20,12,4,1,1,6,23,2,2,5,12,26,14,13,0,6,35,10,222,5,1,14,87,92,5
Echinicola vietnamensis,0,10,15,1,8,8,21,10,26,3,2,0,2,13,14,8,4,114,85,19,93,85,2,55,2,6,13,7,4,18,4,4,0,0,9,11,1,2,11
Bartonella clarridgeiae,10,14,27,9,25,17,34,20,26,4,9,0,12,92,24,20,8,9,6,8,32,23,35,13,12,17,10,11,7,4,16,12,0,19,24,43,2,3,31
Desulfovibrio hydrothermalis,0,24,8,2,2,1,4,3,5,1,2,0,4,3,27,14,9,1,0,24,18,0,0,2,33,61,81,77,33,10,31,3,181,1,1,8,1,3,7
Fusobacterium gonidiaformans,0,30,7,31,5,10,10,26,5,4,36,0,22,25,29,32,21,48,32,12,22,20,4,51,8,3,10,3,3,5,11,3,0,5,1,5,56,52,38
Leptotrichia hofstadii,1,66,37,46,8,2,7,2,4,19,8,0,2,69,27,7,5,6,13,35,6,11,3,11,9,9,5,9,2,40,4,10,0,7,7,29,9,51,98
Lactobacillus lindneri,43,10,28,14,0,43,1,1,15,3,1,0,1,14,62,3,4,1,4,28,90,1,66,4,10,44,6,12,0,0,5,2,1,65,0,11,40,35,14
Entomoplasma somnilux,0,96,37,46,3,3,10,2,5,5,12,0,11,23,70,12,12,25,27,35,18,4,1,49,10,45,14,16,0,2,1,12,0,3,0,16,2,1,47
Spirochaeta africana,4,15,23,8,6,9,8,13,9,6,3,0,7,30,7,6,4,1,4,11,39,7,36,11,42,50,62,54,40,26,33,17,0,37,3,11,5,2,22
Hahella ganghwensis,4,57,35,13,16,13,23,6,22,6,11,0,10,34,71,13,10,5,6,16,45,12,13,5,12,14,13,13,19,11,12,10,3,8,18,22,5,2,58
Acholeplasma modicum,0,49,41,25,1,4,3,1,5,4,2,0,1,44,10,7,6,9,2,63,16,4,6,4,29,50,34,35,28,12,7,1,1,4,19,55,10,2,70
Desulfovibrio frigidus,1,25,6,37,5,11,4,1,4,5,31,0,41,25,22,21,17,41,53,31,14,10,5,80,22,33,21,21,14,20,1,5,0,2,1,1,10,3,18
Sporocytophaga myxococcoides,0,18,23,15,5,1,8,2,49,11,4,0,3,18,13,4,1,50,47,23,166,17,0,22,14,10,5,4,2,20,3,9,1,1,17,18,4,1,51
Gilvimarinus chinensis,3,35,7,31,16,10,9,14,14,14,14,0,25,64,26,19,17,6,7,28,36,9,11,9,7,11,23,21,38,41,7,9,0,9,7,15,2,1,43
Gillisia limnaea,1,9,29,4,1,0,0,1,38,2,1,0,0,18,27,12,5,77,81,31,136,25,1,15,8,9,9,7,3,11,38,16,0,1,5,12,2,7,11
Aminobacterium mobile,7,0,60,8,1,18,6,49,24,1,26,0,24,0,0,16,10,0,0,19,161,11,9,4,16,57,34,45,1,0,18,7,0,9,3,2,0,1,2
Helicobacter winghamensis,0,69,33,28,2,0,11,4,21,10,15,0,14,51,36,20,17,17,26,11,18,17,0,44,15,15,3,3,8,15,3,7,0,2,19,23,0,2,70
Marivirga tractuosa,1,33,33,25,12,10,28,10,45,3,5,0,3,9,18,3,1,1,0,53,200,1,4,2,9,10,9,11,1,11,6,5,0,7,6,24,1,4,37
Orenia marismortui,0,15,13,20,0,3,1,2,6,4,30,0,42,31,21,53,53,58,67,9,5,3,0,125,8,8,2,3,1,0,6,1,1,2,1,8,5,6,14
Runella zeae,0,20,46,13,8,4,26,6,35,11,11,0,28,30,3,26,20,0,0,51,209,2,1,4,3,5,7,7,1,7,23,2,0,1,1,1,0,3,11
Thermovirga lienii,0,1,16,11,0,0,1,1,1,2,2,0,0,0,17,0,0,23,23,0,9,1,1,37,118,94,122,113,9,3,4,1,0,0,1,1,1,0,9
Myroides odoratus,1,11,17,22,5,1,4,1,42,10,3,0,5,3,35,2,2,0,2,41,289,2,1,2,8,15,11,4,1,7,0,3,0,1,12,5,1,3,44
Thermosediminibacter oceani,4,4,30,11,7,3,8,5,6,1,13,0,17,12,6,19,27,5,3,4,21,29,7,23,44,61,40,44,27,52,21,13,19,1,1,3,10,13,2
Anaerococcus prevotii,0,25,17,46,9,9,7,0,9,13,3,0,2,16,52,0,2,1,0,87,15,7,0,9,26,28,30,37,16,54,9,6,0,2,4,13,1,7,52
Gramella echinicola,2,5,33,5,15,12,22,7,28,12,26,0,11,16,22,26,15,21,17,39,165,2,6,42,3,3,6,0,1,2,1,8,0,1,6,10,0,0,18
Owenweeksia hongkongensis,2,16,23,45,6,3,11,0,35,3,1,0,1,8,20,1,1,30,18,46,227,14,4,14,3,0,2,1,1,5,3,7,2,4,3,23,5,1,19
Aerococcus christensenii,2,53,51,48,2,0,12,12,7,5,18,0,33,54,34,10,13,1,2,30,42,3,5,3,3,7,4,4,1,6,2,9,1,4,6,7,12,26,73
Alkaliflexus imshenetskii,2,9,0,13,15,6,26,6,29,4,1,0,5,3,5,27,20,10,17,29,155,8,3,7,27,39,57,26,13,1,1,5,2,2,2,0,2,3,14
Halomonas halocynthiae,4,32,16,26,17,10,34,9,14,7,23,0,8,57,49,17,14,10,6,30,27,12,14,12,9,10,18,10,8,10,5,1,0,16,14,15,3,2,24
Oenococcus kitaharae,34,19,14,8,1,4,0,2,1,0,4,0,1,11,13,2,5,0,0,5,15,0,45,0,1,6,4,3,1,0,18,3,291,55,1,1,3,1,20
Algoriphagus terrigena,3,11,0,4,4,3,9,0,16,7,1,0,4,11,25,3,2,55,46,20,72,24,2,15,51,35,68,38,21,10,6,2,1,0,3,7,0,0,12
[Eubacterium] saphenum,8,2,7,0,15,8,11,25,3,1,15,0,31,0,15,38,49,5,16,2,8,7,19,17,39,41,22,34,39,34,16,14,4,19,0,1,6,4,13
Gallibacterium anatis,1,31,21,31,2,3,5,1,11,0,2,0,2,28,11,5,3,0,0,20,46,4,1,8,16,15,49,40,107,49,1,4,0,0,3,7,13,8,39
Gramella portivictoriae,3,13,17,8,1,0,4,1,37,1,2,0,4,8,20,8,9,1,0,36,228,3,24,2,10,10,8,10,9,18,1,2,0,32,4,19,1,0,23
Planctopirus limnophila,0,19,19,7,5,2,7,3,30,4,5,0,3,37,31,10,11,1,2,58,175,0,6,2,7,18,15,16,3,23,6,4,0,3,5,9,1,7,21
Leptotrichia buccalis,5,29,20,51,13,7,11,12,11,18,7,0,3,125,14,3,0,4,2,28,10,5,13,7,4,6,2,7,3,22,3,5,0,16,12,29,3,6,58
Capnocytophaga ochracea,1,7,9,14,16,17,16,4,44,14,1,0,1,35,15,8,4,8,10,36,110,35,1,45,7,8,10,1,0,11,1,2,0,1,5,27,1,2,45
Spirosoma spitsbergense,1,24,20,25,28,5,19,8,16,6,1,0,4,15,24,10,6,5,18,33,54,41,5,31,17,21,13,20,5,34,8,4,0,1,4,26,0,10,9
Hirschia maritima,2,45,22,8,6,4,7,4,8,9,2,0,1,41,31,5,2,0,1,12,33,2,6,1,6,8,2,3,1,16,5,6,233,3,12,15,0,1,7
Moraxella boevrei,0,10,9,23,1,0,2,0,24,12,3,0,4,37,30,1,1,1,1,29,46,2,2,3,1,5,6,1,2,23,2,2,201,0,4,59,0,0,22
Lewinella persica,6,12,7,6,3,3,3,4,12,3,8,0,1,14,6,6,5,60,51,29,80,46,6,34,8,16,10,15,7,4,28,14,0,5,5,12,17,5,15
Globicatella sulfidifaciens,1,26,29,6,14,4,27,1,16,5,3,0,0,54,29,2,2,32,23,27,71,8,0,65,10,16,4,2,4,1,2,2,0,1,8,38,2,7,22
Dasania marina,6,3,3,22,1,1,8,3,14,8,9,0,7,26,14,5,4,14,10,17,49,9,35,14,10,62,29,64,3,18,5,3,0,34,3,5,11,4,25
Amphritea japonica,6,6,15,4,22,9,43,14,21,4,18,0,17,5,26,16,9,4,6,12,24,18,11,21,12,10,19,26,39,37,11,3,0,7,33,5,7,4,14
Adhaeribacter aquaticus,1,40,19,35,4,2,3,0,15,3,6,0,5,38,24,35,19,10,2,27,150,2,2,3,4,6,6,5,2,7,5,6,0,2,6,17,2,2,42
Fusobacterium mortiferum,2,8,17,11,1,0,1,2,4,2,38,0,44,27,9,27,31,52,28,6,2,20,0,65,13,8,12,9,50,12,22,14,1,2,0,0,0,6,8
Gaetbulibacter saemankumensis,0,20,33,10,0,5,0,1,25,4,1,0,0,2,29,14,6,52,31,20,185,13,3,18,13,11,9,12,2,1,2,3,0,1,1,7,3,0,16
Porphyromonas gulae,0,2,9,5,9,3,9,5,11,5,4,0,2,6,2,11,11,9,9,31,37,11,4,7,51,40,94,72,41,23,3,5,0,0,0,0,0,0,12
Lactobacillus ultunensis,27,2,19,0,3,67,8,3,2,1,4,0,8,3,120,0,5,35,24,8,19,7,36,64,1,1,0,1,0,9,1,0,2,43,2,2,5,2,7
Desulfovibrio bastinii,2,2,2,7,3,1,4,3,11,0,50,0,61,13,17,17,26,15,6,8,22,43,6,65,12,16,24,17,12,0,8,1,0,4,11,10,18,6,9
Oligella ureolytica,0,16,17,22,7,2,10,1,4,3,0,0,0,17,1,4,2,9,10,31,22,79,1,89,12,18,17,17,41,20,8,5,0,1,1,21,2,2,18
Pasteurella dagmatis,1,23,19,8,7,5,14,4,13,7,2,0,1,77,40,0,2,8,2,27,38,9,1,8,15,7,20,26,36,8,6,24,1,1,2,5,3,4,45
Aerococcus sanguinicola,7,12,11,8,4,2,4,8,5,3,32,0,23,26,28,31,15,8,7,37,32,17,27,14,2,4,7,4,3,2,4,9,2,33,1,1,18,13,42
Streptococcus ferus,8,3,25,5,1,8,6,11,6,3,2,0,7,18,15,8,7,10,9,12,35,7,7,12,3,3,3,6,1,0,6,6,2,13,0,8,76,137,16
Porphyromonas catoniae,2,1,6,2,9,4,3,2,5,11,3,0,8,31,12,12,13,98,68,6,19,39,4,40,7,8,13,10,11,9,6,0,1,5,1,9,2,4,12
Dolosicoccus paucivorans,3,45,48,47,5,0,0,1,6,3,2,0,3,39,37,2,1,3,0,56,25,2,7,2,10,28,7,16,1,18,5,11,3,9,0,9,3,6,31
Actinobacillus ureae,1,14,7,18,0,0,5,1,5,3,0,0,0,46,20,0,0,0,1,5,8,3,0,0,9,5,20,15,28,21,2,7,239,0,0,1,1,3,2
Lactobacillus coleohominis,7,3,2,8,2,33,8,23,2,0,6,0,10,4,10,0,1,2,1,10,37,0,11,0,0,1,1,1,0,0,2,0,280,9,0,0,2,5,4
Treponema caldarium,0,1,18,3,10,14,45,10,19,5,15,0,27,1,29,21,12,1,2,67,92,6,2,5,8,9,5,12,4,2,6,5,0,3,6,6,3,0,3
Hippea maritima,43,3,3,1,1,0,2,7,3,2,6,0,1,0,1,1,0,0,2,1,13,3,125,0,26,39,36,16,4,1,0,1,0,107,1,13,0,1,11
Mycoplasma lipofaciens,0,33,22,31,5,4,2,0,13,7,4,0,5,61,12,5,2,0,6,15,11,13,2,16,22,37,19,17,9,23,0,1,0,6,13,25,0,1,30
Runella limosa,0,11,5,34,2,3,5,1,18,0,3,0,8,12,0,13,16,45,37,18,149,21,0,10,3,1,3,6,2,6,0,13,0,0,1,6,3,4,8
Kangiella aquimarina,1,11,7,12,9,4,14,8,7,14,4,0,4,4,11,5,0,2,4,7,23,3,8,3,28,15,77,48,61,25,1,2,1,7,8,6,1,2,14
Entomoplasma luminosum,0,28,56,38,6,4,8,0,25,10,5,0,2,36,30,3,0,5,4,10,11,11,1,17,11,6,3,2,1,14,2,8,1,2,15,21,4,8,51
Algoriphagus mannitolivorans,0,3,1,7,11,8,7,2,23,4,1,0,2,23,1,9,5,5,13,28,130,38,0,32,14,14,18,14,15,3,7,0,0,0,1,0,1,0,13
Weissella paramesenteroides,0,14,4,8,7,14,18,8,7,1,6,0,8,8,31,8,10,11,13,9,35,8,2,44,6,9,8,10,0,14,0,3,40,2,0,1,37,15,30
Rhodonellum psychrophilum,0,6,8,0,0,0,0,2,16,3,1,0,0,22,19,0,1,47,45,24,127,22,1,13,10,8,8,16,13,9,2,3,0,0,7,2,0,2,10
Salinimicrobium xinjiangense,0,13,8,15,12,10,11,5,10,10,3,0,2,1,35,7,8,12,17,59,89,6,5,25,4,7,10,5,2,0,11,0,0,6,1,15,1,0,17
Haloterrigena turkmenica,3,23,46,26,2,7,8,6,7,1,0,0,1,16,19,3,3,1,8,25,69,27,2,20,6,5,5,4,4,14,0,6,0,1,2,19,5,9,38
Lewinella cohaerens,1,10,21,17,7,5,6,15,14,4,4,0,2,10,17,6,10,1,2,12,121,10,0,5,17,15,29,16,15,13,2,1,0,3,8,4,1,0,14
Lactobacillus saerimneri,21,1,3,4,5,1,0,2,1,1,37,0,57,8,22,16,18,26,19,15,18,4,35,54,2,4,0,1,0,1,1,2,1,35,0,10,8,2,1
Pseudothermotoga elfii,0,0,9,6,1,4,2,14,3,2,1,0,0,0,6,0,0,0,0,12,47,1,1,0,26,14,24,14,0,0,0,0,213,4,9,19,0,2,0
Actinobacillus capsulatus,4,19,24,40,5,3,3,2,6,2,10,0,9,11,41,15,19,3,2,41,14,10,10,17,6,4,3,7,1,15,22,11,0,14,2,3,0,1,34
